ride_id,driver_id,customer_id,pickup_location,drop_location,distance_km,ride_duration,fare_amount,surge_multiplier,ride_date,payment_type
4041,144,1067,Kukatpally,Madhapur,15.5,13,339.66,2.3,2025-01-12 06:01:00,Card
4042,141,1029,Gachibowli,Madhapur,5.92,34,360.99,2.4,2025-01-23 16:52:00,Card
4043,135,1000,Hyderabad,Gachibowli,16.54,33,151.07,1.6,2025-01-02 14:59:00,UPI
4044,110,1082,Gachibowli,Secunderabad,19.07,30,348.3,2.1,2025-01-17 17:37:00,Cash
4045,111,1046,Gachibowli,Secunderabad,2.85,44,252.93,2.0,2025-01-03 23:16:00,Card
4046,146,1001,Madhapur,Madhapur,20.37,44,418.12,2.3,2025-01-29 03:51:00,Card
4047,124,1025,Hitech City,Madhapur,17.57,28,280.57,1.8,2025-01-13 07:32:00,Cash
4048,135,1058,Hyderabad,Kukatpally,17.62,60,478.47,1.8,2025-01-26 04:01:00,Cash
4049,148,1079,Gachibowli,Madhapur,20.57,49,108.25,1.8,2025-01-07 01:35:00,UPI
4050,139,1017,Madhapur,Hitech City,6.76,15,134.08,2.1,2025-01-10 08:43:00,Cash
4051,137,1053,Hitech City,Madhapur,12.64,39,364.26,1.1,2025-01-23 01:42:00,Cash
4052,133,1077,Gachibowli,Madhapur,7.91,49,116.08,1.5,2025-01-02 21:18:00,Cash
4053,107,1039,Hyderabad,Secunderabad,16.08,46,276.09,2.1,2025-01-07 13:02:00,UPI
4054,116,1004,Madhapur,Kukatpally,11.03,5,478.51,1.6,2025-01-19 06:38:00,Cash
4055,102,1026,Kukatpally,Gachibowli,18.27,9,50.31,2.5,2025-01-07 09:43:00,Cash
4056,145,1086,Gachibowli,Madhapur,18.6,31,142.72,1.6,2025-01-20 12:48:00,Card
4057,130,1074,Madhapur,Hitech City,10.14,8,169.73,1.3,2025-01-21 13:45:00,Cash
4058,149,1072,Hitech City,Hitech City,18.74,24,164.69,1.4,2025-01-02 08:12:00,UPI
4059,101,1040,Madhapur,Secunderabad,21.63,34,53.87,2.1,2025-01-12 21:21:00,Card
4060,141,1027,Madhapur,Gachibowli,18.02,44,106.01,2.4,2025-01-01 14:56:00,UPI
4061,133,1000,Gachibowli,Secunderabad,16.31,26,365.9,2.0,2025-01-21 03:34:00,Card
4062,148,1045,Hyderabad,Kukatpally,6.52,38,471.69,2.4,2025-01-22 20:05:00,Cash
4063,122,1030,Hitech City,Madhapur,24.64,55,167.61,1.0,2025-01-15 07:25:00,Card
4064,100,1093,Kukatpally,Hitech City,18.87,37,139.63,2.0,2025-01-25 20:32:00,Card
4065,129,1028,Hyderabad,Gachibowli,13.91,8,430.75,2.5,2025-01-09 00:47:00,UPI
4066,107,1075,Gachibowli,Madhapur,14.6,16,215.23,1.7,2025-01-16 15:31:00,UPI
4067,139,1086,Hitech City,Secunderabad,11.36,15,286.1,1.6,2025-01-19 21:33:00,Card
4068,144,1056,Gachibowli,Secunderabad,2.12,49,131.49,2.3,2025-01-12 13:37:00,Card
4069,126,1066,Madhapur,Secunderabad,15.94,25,139.45,2.0,2025-01-05 08:12:00,UPI
4070,101,1031,Hitech City,Madhapur,16.13,27,121.11,1.0,2025-01-27 07:24:00,Card
4071,149,1050,Kukatpally,Gachibowli,16.0,44,411.88,1.3,2025-01-19 10:52:00,Card
4072,131,1031,Kukatpally,Secunderabad,8.4,30,426.51,1.9,2025-01-17 07:51:00,Cash
4073,105,1045,Madhapur,Secunderabad,16.42,58,480.16,1.2,2025-01-01 16:45:00,Cash
4074,105,1016,Madhapur,Gachibowli,3.06,24,183.53,1.7,2025-01-30 07:32:00,Cash
4075,142,1087,Hyderabad,Secunderabad,24.77,26,266.74,2.1,2025-01-16 06:03:00,Card
4076,147,1074,Madhapur,Kukatpally,8.32,41,103.49,1.1,2025-01-06 23:11:00,UPI
4077,142,1088,Kukatpally,Gachibowli,24.08,26,94.36,2.2,2025-01-17 03:26:00,Cash
4078,100,1016,Madhapur,Hitech City,17.65,34,128.08,1.6,2025-01-13 01:37:00,UPI
4079,134,1050,Kukatpally,Hitech City,17.1,9,101.94,1.8,2025-01-13 19:57:00,UPI
4080,142,1084,Hyderabad,Kukatpally,3.71,21,275.97,2.1,2025-01-17 18:58:00,Cash
4081,109,1007,Kukatpally,Secunderabad,5.14,37,459.16,1.3,2025-01-23 16:56:00,UPI
4082,131,1046,Madhapur,Kukatpally,4.85,14,220.09,1.1,2025-01-24 15:58:00,Cash
4083,122,1031,Kukatpally,Gachibowli,2.86,57,431.38,2.4,2025-01-05 20:45:00,Cash
4084,118,1077,Hyderabad,Secunderabad,19.17,24,304.15,1.2,2025-01-28 18:23:00,Cash
4085,137,1091,Kukatpally,Madhapur,21.74,46,285.41,2.1,2025-01-22 05:03:00,UPI
4086,130,1063,Madhapur,Hitech City,13.86,26,472.85,2.4,2025-01-11 18:01:00,Card
4087,120,1011,Kukatpally,Gachibowli,15.35,40,104.91,1.5,2025-01-04 14:07:00,UPI
4088,127,1032,Hyderabad,Secunderabad,16.5,39,449.67,1.6,2025-01-22 17:17:00,Card
4089,137,1027,Gachibowli,Kukatpally,4.24,27,450.3,1.1,2025-01-06 04:41:00,Card
4090,126,1033,Hyderabad,Kukatpally,7.94,31,117.5,1.8,2025-01-17 07:15:00,Cash
4091,150,1043,Madhapur,Secunderabad,6.95,18,152.11,1.8,2025-01-24 08:17:00,Cash
4092,114,1070,Gachibowli,Kukatpally,19.31,31,113.01,2.1,2025-01-13 06:53:00,Cash
4093,142,1062,Hyderabad,Madhapur,24.87,58,232.34,2.1,2025-01-24 19:31:00,Cash
4094,138,1022,Madhapur,Madhapur,21.83,32,415.0,2.4,2025-01-09 08:03:00,Cash
4095,120,1060,Gachibowli,Kukatpally,10.5,6,361.3,2.3,2025-01-01 06:54:00,UPI
4096,128,1057,Hyderabad,Gachibowli,24.04,7,362.61,2.3,2025-01-12 07:47:00,Card
4097,127,1014,Kukatpally,Secunderabad,11.72,41,257.37,1.1,2025-01-02 05:11:00,UPI
4098,136,1009,Hyderabad,Secunderabad,21.78,39,385.05,1.3,2025-01-20 10:15:00,Card
4099,149,1038,Hitech City,Madhapur,4.79,56,278.12,1.4,2025-01-14 13:21:00,Cash
4100,110,1036,Hyderabad,Madhapur,11.9,13,141.68,1.6,2025-01-05 09:36:00,Card
4101,143,1061,Kukatpally,Kukatpally,18.98,23,348.87,2.4,2025-01-21 08:16:00,Card
4102,133,1038,Hitech City,Secunderabad,23.98,30,237.68,1.0,2025-01-25 15:13:00,Card
4103,134,1094,Madhapur,Gachibowli,6.26,37,416.9,1.2,2025-01-18 03:11:00,UPI
4104,137,1003,Kukatpally,Madhapur,5.82,59,242.85,1.4,2025-01-18 23:46:00,Card
4105,149,1082,Kukatpally,Secunderabad,15.9,25,165.47,1.2,2025-01-23 09:59:00,UPI
4106,113,1031,Hyderabad,Madhapur,9.61,55,184.87,2.4,2025-01-11 06:43:00,UPI
4107,118,1049,Madhapur,Hitech City,13.42,59,98.39,1.4,2025-01-13 19:21:00,UPI
4108,143,1072,Hitech City,Secunderabad,2.51,55,423.98,2.4,2025-01-11 17:35:00,Cash
4109,149,1002,Kukatpally,Madhapur,20.88,32,309.01,2.0,2025-01-22 08:36:00,Cash
4110,128,1050,Hyderabad,Kukatpally,11.42,60,328.46,2.0,2025-01-08 15:20:00,UPI
4111,141,1042,Gachibowli,Secunderabad,12.78,5,300.34,1.7,2025-01-12 22:33:00,UPI
4112,113,1095,Hitech City,Hitech City,4.91,11,480.56,2.4,2025-01-24 06:09:00,Cash
4113,111,1015,Kukatpally,Kukatpally,24.38,47,356.11,1.4,2025-01-26 04:08:00,Cash
4114,144,1023,Madhapur,Kukatpally,19.19,47,137.52,1.4,2025-01-20 20:03:00,UPI
4115,111,1074,Gachibowli,Gachibowli,20.64,33,78.02,1.8,2025-01-29 07:37:00,Cash
4116,149,1060,Kukatpally,Madhapur,12.26,57,57.44,1.8,2025-01-04 09:40:00,Card
4117,143,1069,Hitech City,Kukatpally,24.36,11,411.45,1.7,2025-01-12 15:18:00,UPI
4118,105,1071,Kukatpally,Madhapur,16.55,9,365.34,2.2,2025-01-03 22:46:00,UPI
4119,115,1072,Madhapur,Madhapur,20.3,31,375.36,1.0,2025-01-07 03:15:00,Cash
4120,149,1022,Kukatpally,Madhapur,5.97,17,254.01,1.4,2025-01-16 05:47:00,UPI
4121,125,1080,Gachibowli,Hitech City,22.15,52,132.32,1.8,2025-01-18 14:35:00,Cash
4122,129,1048,Kukatpally,Madhapur,19.0,13,232.3,1.8,2025-01-02 07:58:00,UPI
4123,148,1038,Gachibowli,Secunderabad,20.1,47,395.9,2.3,2025-01-03 15:15:00,Cash
4124,146,1096,Madhapur,Hitech City,4.26,20,233.13,1.4,2025-01-16 06:51:00,Card
4125,104,1083,Madhapur,Secunderabad,13.96,12,183.13,1.4,2025-01-26 16:39:00,UPI
4126,126,1082,Hitech City,Madhapur,23.83,19,304.25,2.3,2025-01-25 21:49:00,Cash
4127,118,1069,Kukatpally,Hitech City,20.17,11,477.2,1.6,2025-01-08 23:36:00,Card
4128,134,1026,Kukatpally,Hitech City,15.39,45,338.09,1.9,2025-01-16 23:40:00,UPI
4129,136,1035,Gachibowli,Gachibowli,20.57,46,374.18,2.1,2025-01-11 07:58:00,UPI
4130,108,1068,Gachibowli,Hitech City,15.28,30,57.84,1.3,2025-01-28 00:03:00,UPI
4131,124,1008,Gachibowli,Secunderabad,8.21,25,308.27,1.9,2025-01-04 11:49:00,Card
4132,145,1027,Madhapur,Gachibowli,23.52,50,273.64,2.3,2025-01-12 21:09:00,Card
4133,135,1074,Hitech City,Secunderabad,21.12,10,166.27,2.2,2025-01-26 18:39:00,UPI
4134,121,1091,Hitech City,Kukatpally,4.79,41,322.86,1.8,2025-01-06 23:49:00,Card
4135,126,1000,Kukatpally,Secunderabad,12.98,32,280.34,1.2,2025-01-27 12:26:00,Card
4136,126,1022,Gachibowli,Hitech City,15.01,33,149.79,2.4,2025-01-21 09:57:00,Cash
4137,129,1024,Kukatpally,Madhapur,12.25,11,274.73,1.2,2025-01-28 13:58:00,Card
4138,108,1092,Madhapur,Gachibowli,20.98,26,356.86,2.0,2025-01-27 10:09:00,Card
4139,102,1037,Kukatpally,Gachibowli,13.21,19,461.18,1.2,2025-01-26 00:16:00,Card
4140,135,1089,Hitech City,Hitech City,22.74,22,70.59,1.6,2025-01-02 18:26:00,Cash
4141,127,1033,Gachibowli,Madhapur,20.26,38,132.16,1.5,2025-01-19 15:30:00,Card
4142,104,1088,Madhapur,Gachibowli,11.47,42,137.94,1.3,2025-01-13 04:55:00,Cash
4143,106,1069,Madhapur,Gachibowli,13.01,19,194.1,2.2,2025-01-03 08:42:00,Cash
4144,116,1071,Hitech City,Kukatpally,17.16,22,281.22,1.8,2025-01-24 20:25:00,Card
4145,124,1042,Madhapur,Kukatpally,22.63,15,350.02,2.2,2025-01-02 04:41:00,UPI
4146,122,1022,Kukatpally,Hitech City,23.79,16,80.44,1.1,2025-01-03 15:10:00,Cash
4147,122,1063,Hitech City,Gachibowli,5.85,35,254.49,1.7,2025-01-28 09:07:00,UPI
4148,130,1086,Hitech City,Madhapur,14.9,31,276.66,1.3,2025-01-14 11:24:00,Cash
4149,109,1021,Madhapur,Hitech City,12.69,46,83.39,2.1,2025-01-20 22:25:00,UPI
4150,112,1051,Gachibowli,Gachibowli,5.34,50,113.45,1.6,2025-01-02 23:01:00,Cash
4151,136,1091,Gachibowli,Hitech City,7.6,50,61.15,1.1,2025-01-20 04:44:00,UPI
4152,109,1079,Hyderabad,Kukatpally,21.98,7,353.98,1.3,2025-01-20 22:10:00,Cash
4153,127,1094,Hitech City,Secunderabad,3.32,44,231.93,2.3,2025-01-02 20:14:00,Cash
4154,134,1096,Kukatpally,Hitech City,21.82,6,459.73,2.4,2025-01-01 09:37:00,Cash
4155,116,1044,Gachibowli,Secunderabad,20.12,31,203.78,2.4,2025-01-16 19:53:00,Cash
4156,150,1011,Gachibowli,Hitech City,21.61,56,203.06,2.0,2025-01-04 05:56:00,Card
4157,126,1009,Kukatpally,Kukatpally,17.07,45,100.96,1.2,2025-01-07 06:32:00,Card
4158,142,1015,Hitech City,Kukatpally,3.67,9,124.38,2.2,2025-01-17 13:13:00,UPI
4159,108,1053,Hitech City,Gachibowli,18.46,54,117.9,1.5,2025-01-12 10:33:00,Card
4160,117,1026,Madhapur,Hitech City,16.87,50,288.84,1.7,2025-01-26 11:43:00,UPI
4161,148,1009,Hyderabad,Gachibowli,8.6,35,273.4,2.2,2025-01-18 10:48:00,Card
4162,115,1008,Hitech City,Kukatpally,16.87,25,258.16,1.7,2025-01-09 11:05:00,Cash
4163,111,1049,Kukatpally,Madhapur,21.13,51,155.58,1.5,2025-01-01 05:37:00,UPI
4164,115,1018,Hitech City,Madhapur,4.04,10,474.67,1.9,2025-01-03 05:35:00,Cash
4165,106,1060,Kukatpally,Hitech City,23.83,13,402.73,1.1,2025-01-23 08:28:00,Card
4166,145,1006,Gachibowli,Kukatpally,2.85,7,269.72,1.2,2025-01-15 23:51:00,Cash
4167,132,1098,Gachibowli,Gachibowli,13.49,16,86.59,1.4,2025-01-07 21:14:00,Card
4168,108,1066,Gachibowli,Gachibowli,10.48,33,473.21,2.2,2025-01-15 11:13:00,Card
4169,150,1024,Madhapur,Secunderabad,3.78,32,91.7,1.8,2025-01-16 16:44:00,UPI
4170,108,1042,Hyderabad,Madhapur,2.2,43,74.66,1.1,2025-01-12 06:15:00,UPI
4171,109,1044,Gachibowli,Gachibowli,22.7,14,444.54,2.2,2025-01-02 13:54:00,Card
4172,105,1035,Madhapur,Madhapur,19.77,15,387.59,1.6,2025-01-21 23:05:00,Cash
4173,122,1044,Hyderabad,Gachibowli,18.96,10,81.6,1.3,2025-01-21 19:59:00,Card
4174,120,1007,Hitech City,Gachibowli,23.44,57,433.48,2.1,2025-01-30 20:44:00,Card
4175,129,1058,Gachibowli,Secunderabad,6.48,26,344.94,1.1,2025-01-16 03:18:00,Card
4176,120,1015,Hitech City,Kukatpally,17.02,18,232.48,1.1,2025-01-25 12:33:00,Cash
4177,143,1002,Gachibowli,Gachibowli,17.22,51,301.58,1.9,2025-01-08 16:45:00,Cash
4178,132,1083,Hyderabad,Gachibowli,2.19,36,134.09,2.5,2025-01-09 01:46:00,Cash
4179,122,1037,Hyderabad,Kukatpally,23.79,38,416.35,2.0,2025-01-18 07:53:00,UPI
4180,136,1019,Madhapur,Secunderabad,14.83,14,460.98,1.1,2025-01-10 03:19:00,Cash
4181,113,1072,Madhapur,Gachibowli,9.27,33,269.87,1.2,2025-01-07 19:32:00,Cash
4182,144,1052,Hyderabad,Madhapur,4.42,31,182.91,1.6,2025-01-25 20:55:00,Cash
4183,127,1074,Madhapur,Madhapur,6.56,54,220.2,2.1,2025-01-03 00:26:00,Card
4184,100,1085,Gachibowli,Kukatpally,13.12,20,439.07,2.2,2025-01-06 05:54:00,Cash
4185,121,1021,Madhapur,Hitech City,19.63,9,479.94,1.7,2025-01-16 07:09:00,Cash
4186,126,1075,Gachibowli,Kukatpally,20.39,57,99.23,2.4,2025-01-30 20:19:00,Card
4187,119,1074,Kukatpally,Kukatpally,14.82,30,295.81,2.3,2025-01-22 22:27:00,Card
4188,116,1009,Kukatpally,Madhapur,6.13,18,387.3,1.5,2025-01-18 14:34:00,Cash
4189,134,1087,Hitech City,Secunderabad,2.25,53,426.15,1.7,2025-01-14 01:18:00,Card
4190,104,1022,Madhapur,Gachibowli,22.89,44,167.64,1.5,2025-01-14 17:30:00,UPI
4191,104,1053,Hyderabad,Kukatpally,13.46,10,216.18,1.9,2025-01-24 08:58:00,Cash
4192,131,1096,Hyderabad,Madhapur,24.44,60,394.71,2.2,2025-01-08 06:00:00,Cash
4193,141,1070,Kukatpally,Kukatpally,10.76,59,182.42,1.6,2025-01-13 03:06:00,UPI
4194,136,1016,Hitech City,Secunderabad,6.77,59,425.03,1.7,2025-01-21 13:54:00,UPI
4195,100,1074,Hyderabad,Madhapur,10.04,22,143.45,1.8,2025-01-08 20:28:00,Card
4196,107,1025,Hitech City,Secunderabad,7.63,47,230.52,1.3,2025-01-05 01:56:00,Card
4197,121,1060,Madhapur,Hitech City,8.99,13,464.57,2.2,2025-01-23 03:57:00,UPI
4198,110,1091,Madhapur,Hitech City,15.02,50,463.39,2.1,2025-01-19 03:03:00,UPI
4199,145,1079,Hitech City,Hitech City,16.47,35,476.27,1.9,2025-01-13 01:16:00,UPI
4200,127,1063,Madhapur,Madhapur,16.8,29,364.04,2.4,2025-01-13 00:58:00,Cash
4201,150,1024,Hyderabad,Hitech City,5.57,8,229.18,2.2,2025-01-30 00:59:00,Cash
4202,119,1040,Kukatpally,Kukatpally,3.55,56,344.93,2.5,2025-01-30 08:30:00,Cash
4203,100,1036,Kukatpally,Gachibowli,7.25,52,396.99,2.4,2025-01-18 14:56:00,UPI
4204,117,1044,Madhapur,Madhapur,8.11,43,179.96,2.1,2025-01-04 22:21:00,UPI
4205,137,1069,Madhapur,Madhapur,17.92,42,258.18,1.1,2025-01-21 22:15:00,Cash
4206,120,1053,Madhapur,Hitech City,20.24,35,156.88,1.9,2025-01-06 09:26:00,Card
4207,125,1003,Hyderabad,Secunderabad,24.6,36,399.02,1.2,2025-01-12 14:40:00,UPI
4208,127,1070,Kukatpally,Gachibowli,11.44,26,307.05,1.0,2025-01-14 07:30:00,Cash
4209,111,1037,Gachibowli,Madhapur,15.9,15,248.03,1.5,2025-01-16 21:18:00,UPI
4210,136,1042,Madhapur,Secunderabad,3.49,36,297.58,1.6,2025-01-21 01:45:00,Card
4211,118,1026,Gachibowli,Hitech City,5.52,10,332.04,2.4,2025-01-02 18:47:00,Card
4212,148,1009,Kukatpally,Kukatpally,3.25,6,71.24,2.1,2025-01-23 14:28:00,Cash
4213,143,1041,Kukatpally,Kukatpally,8.77,60,422.6,2.1,2025-01-16 03:38:00,UPI
4214,115,1045,Kukatpally,Hitech City,17.15,54,490.28,1.9,2025-01-27 17:02:00,UPI
4215,140,1030,Hitech City,Madhapur,8.77,30,165.93,1.2,2025-01-10 11:09:00,UPI
4216,146,1088,Hyderabad,Hitech City,7.44,19,91.52,1.6,2025-01-03 04:22:00,Cash
4217,107,1042,Madhapur,Kukatpally,6.34,31,103.79,1.5,2025-01-04 06:40:00,Cash
4218,123,1087,Hyderabad,Kukatpally,18.29,41,157.5,1.9,2025-01-19 01:48:00,UPI
4219,150,1020,Hitech City,Madhapur,12.96,5,448.77,2.1,2025-01-05 02:55:00,Cash
4220,131,1067,Madhapur,Secunderabad,15.52,56,345.9,2.2,2025-01-19 13:47:00,UPI
4221,115,1008,Hyderabad,Madhapur,7.95,10,206.37,1.5,2025-01-04 13:48:00,UPI
4222,104,1022,Madhapur,Madhapur,15.37,51,238.1,1.3,2025-01-18 03:27:00,Card
4223,101,1077,Hyderabad,Kukatpally,19.44,58,52.17,1.1,2025-01-23 01:09:00,UPI
4224,136,1067,Madhapur,Kukatpally,14.46,12,486.47,1.8,2025-01-28 09:46:00,Card
4225,150,1082,Hyderabad,Madhapur,23.66,25,241.52,2.2,2025-01-23 03:55:00,UPI
4226,116,1009,Hitech City,Madhapur,17.64,38,109.01,1.7,2025-01-11 16:16:00,Cash
4227,123,1091,Gachibowli,Secunderabad,3.89,5,165.57,2.0,2025-01-04 20:16:00,Card
4228,134,1006,Madhapur,Kukatpally,12.61,28,382.9,2.1,2025-01-07 12:55:00,Cash
4229,126,1021,Madhapur,Kukatpally,18.99,26,180.25,1.8,2025-01-26 06:51:00,Card
4230,112,1002,Madhapur,Gachibowli,11.74,44,193.51,1.3,2025-01-12 01:26:00,UPI
4231,117,1047,Kukatpally,Secunderabad,5.46,48,212.82,1.7,2025-01-10 12:33:00,Cash
4232,112,1037,Kukatpally,Secunderabad,20.46,58,132.4,1.5,2025-01-09 10:57:00,UPI
4233,142,1013,Hyderabad,Hitech City,13.17,50,72.77,2.2,2025-01-28 12:29:00,Card
4234,111,1017,Gachibowli,Gachibowli,11.58,13,307.92,1.1,2025-01-22 10:46:00,UPI
4235,117,1086,Kukatpally,Kukatpally,10.75,13,415.79,1.4,2025-01-08 08:48:00,Cash
4236,106,1049,Madhapur,Madhapur,14.05,49,298.53,1.1,2025-01-27 17:09:00,Card
4237,107,1002,Kukatpally,Kukatpally,20.43,8,266.68,1.4,2025-01-16 09:21:00,UPI
4238,109,1060,Hyderabad,Secunderabad,13.47,58,266.6,1.2,2025-01-09 00:58:00,Card
4239,126,1072,Hitech City,Hitech City,10.97,18,478.47,1.8,2025-01-24 13:54:00,Card
4240,131,1031,Hyderabad,Kukatpally,14.23,19,464.35,2.3,2025-01-05 08:28:00,UPI
4241,115,1045,Gachibowli,Secunderabad,22.84,19,161.82,2.1,2025-01-01 05:32:00,Card
4242,135,1024,Hitech City,Madhapur,21.51,34,200.24,2.0,2025-01-22 09:27:00,Cash
4243,108,1029,Gachibowli,Secunderabad,18.37,52,336.68,1.4,2025-01-08 19:09:00,Card
4244,122,1098,Kukatpally,Secunderabad,2.03,13,177.13,2.1,2025-01-29 05:55:00,Cash
4245,137,1094,Kukatpally,Gachibowli,20.08,5,470.98,1.4,2025-01-04 11:00:00,Card
4246,100,1091,Kukatpally,Secunderabad,8.06,5,145.28,2.2,2025-01-07 20:46:00,Cash
4247,125,1009,Hitech City,Kukatpally,2.65,14,342.65,1.7,2025-01-02 12:05:00,Cash
4248,110,1060,Kukatpally,Secunderabad,14.66,36,350.05,2.0,2025-01-05 09:24:00,UPI
4249,142,1066,Madhapur,Madhapur,12.73,44,230.26,1.4,2025-01-08 01:33:00,UPI
4250,110,1055,Gachibowli,Gachibowli,16.08,16,462.72,2.0,2025-01-24 20:01:00,Card
4251,149,1018,Kukatpally,Secunderabad,18.28,39,243.68,1.4,2025-01-21 17:29:00,UPI
4252,111,1081,Kukatpally,Kukatpally,21.18,19,462.89,1.4,2025-01-14 02:09:00,Card
4253,113,1037,Kukatpally,Gachibowli,12.98,19,355.5,1.6,2025-01-17 03:19:00,Cash
4254,136,1086,Hyderabad,Madhapur,18.58,7,385.3,2.0,2025-01-08 00:42:00,Cash
4255,142,1031,Madhapur,Kukatpally,4.01,29,288.71,1.9,2025-01-28 09:11:00,UPI
4256,109,1094,Hitech City,Kukatpally,5.05,50,286.12,1.9,2025-01-22 18:06:00,Card
4257,130,1020,Hitech City,Madhapur,7.0,55,192.87,2.0,2025-01-17 21:27:00,UPI
4258,131,1071,Gachibowli,Secunderabad,4.19,55,422.45,1.7,2025-01-16 11:55:00,UPI
4259,128,1023,Hyderabad,Hitech City,8.31,13,407.39,2.2,2025-01-28 03:04:00,Card
4260,142,1087,Madhapur,Gachibowli,10.09,50,133.49,2.0,2025-01-15 22:57:00,Cash
4261,147,1006,Gachibowli,Secunderabad,11.83,44,194.67,2.0,2025-01-26 12:50:00,Cash
4262,113,1052,Kukatpally,Kukatpally,6.49,35,140.05,1.9,2025-01-01 18:41:00,Card
4263,125,1093,Madhapur,Kukatpally,11.62,9,349.39,1.4,2025-01-17 04:40:00,Cash
4264,121,1007,Kukatpally,Kukatpally,14.34,21,446.93,2.2,2025-01-11 06:56:00,Card
4265,122,1043,Gachibowli,Madhapur,18.09,16,244.08,1.8,2025-01-27 08:46:00,UPI
4266,146,1039,Hitech City,Madhapur,22.48,39,405.74,1.2,2025-01-30 04:17:00,UPI
4267,143,1051,Madhapur,Madhapur,10.57,55,491.09,1.6,2025-01-04 11:05:00,UPI
4268,129,1012,Hyderabad,Kukatpally,23.35,57,299.33,2.2,2025-01-25 01:15:00,Cash
4269,150,1053,Hitech City,Hitech City,18.12,37,251.53,2.5,2025-01-15 18:44:00,Cash
4270,147,1003,Gachibowli,Gachibowli,13.26,21,246.44,1.6,2025-01-20 00:43:00,Cash
4271,133,1047,Kukatpally,Hitech City,24.03,11,143.42,1.7,2025-01-09 14:48:00,Card
4272,134,1006,Gachibowli,Gachibowli,2.38,39,320.19,2.3,2025-01-02 00:27:00,Card
4273,136,1091,Kukatpally,Hitech City,7.54,8,427.51,2.3,2025-01-09 07:35:00,Cash
4274,113,1000,Hitech City,Kukatpally,12.0,41,442.1,1.7,2025-01-29 11:07:00,UPI
4275,120,1099,Gachibowli,Gachibowli,11.64,41,472.64,1.2,2025-01-14 21:22:00,Cash
4276,118,1008,Hitech City,Madhapur,3.83,56,444.53,1.2,2025-01-08 00:33:00,UPI
4277,101,1013,Kukatpally,Kukatpally,6.03,47,184.36,1.7,2025-01-30 17:05:00,UPI
4278,114,1032,Hyderabad,Gachibowli,15.17,25,451.65,1.2,2025-01-20 16:02:00,UPI
4279,100,1006,Hyderabad,Madhapur,11.22,24,383.49,1.7,2025-01-22 01:24:00,Cash
4280,133,1062,Kukatpally,Madhapur,15.94,53,369.9,2.3,2025-01-10 15:02:00,Cash
4281,102,1023,Hyderabad,Gachibowli,24.05,51,451.24,1.8,2025-01-26 20:46:00,UPI
4282,123,1027,Gachibowli,Madhapur,8.03,23,296.58,1.8,2025-01-05 21:13:00,Cash
4283,148,1065,Madhapur,Madhapur,13.65,20,419.97,2.3,2025-01-04 00:17:00,UPI
4284,135,1089,Hitech City,Hitech City,2.19,8,115.45,1.1,2025-01-20 02:47:00,Cash
4285,140,1091,Madhapur,Gachibowli,3.93,48,167.41,1.3,2025-01-06 22:48:00,Cash
4286,144,1041,Hyderabad,Madhapur,21.95,56,391.1,2.0,2025-01-30 19:28:00,Cash
4287,134,1056,Hyderabad,Gachibowli,23.26,37,498.26,1.7,2025-01-01 00:51:00,Card
4288,122,1095,Gachibowli,Secunderabad,7.36,41,347.33,2.5,2025-01-25 17:52:00,Card
4289,133,1025,Madhapur,Gachibowli,3.9,14,140.98,1.9,2025-01-28 07:49:00,Cash
4290,130,1068,Gachibowli,Kukatpally,8.21,15,249.81,1.7,2025-01-22 23:33:00,Card
4291,122,1004,Hitech City,Gachibowli,15.73,20,225.83,2.4,2025-01-14 19:06:00,Card
4292,112,1049,Kukatpally,Secunderabad,3.37,41,197.97,2.4,2025-01-03 11:54:00,UPI
4293,104,1029,Hyderabad,Kukatpally,11.69,33,490.12,1.9,2025-01-30 07:50:00,UPI
4294,136,1045,Hitech City,Kukatpally,12.45,59,271.33,1.6,2025-01-03 03:11:00,UPI
4295,128,1037,Madhapur,Kukatpally,23.49,51,318.83,1.8,2025-01-13 20:03:00,Cash
4296,122,1005,Hitech City,Secunderabad,15.61,12,362.25,1.7,2025-01-28 04:01:00,Card
4297,147,1079,Madhapur,Madhapur,13.21,54,379.99,1.8,2025-01-24 12:55:00,Card
4298,137,1066,Gachibowli,Secunderabad,2.92,15,143.33,2.5,2025-01-11 09:39:00,Cash
4299,131,1029,Gachibowli,Hitech City,13.47,55,165.43,1.8,2025-01-24 15:16:00,Card
4300,112,1016,Kukatpally,Gachibowli,14.12,12,183.26,2.3,2025-01-01 14:11:00,UPI
4301,148,1058,Madhapur,Hitech City,22.99,6,445.21,1.3,2025-01-17 06:55:00,Cash
4302,118,1054,Madhapur,Gachibowli,8.84,13,104.67,1.8,2025-01-08 10:41:00,Card
4303,105,1048,Madhapur,Hitech City,23.3,29,183.75,1.2,2025-01-19 21:07:00,Card
4304,113,1002,Hyderabad,Secunderabad,21.46,22,81.26,1.9,2025-01-27 01:56:00,Card
4305,115,1095,Madhapur,Secunderabad,7.87,9,492.4,2.2,2025-01-17 01:46:00,Card
4306,131,1098,Gachibowli,Madhapur,15.01,30,321.08,1.3,2025-01-11 06:50:00,UPI
4307,114,1073,Madhapur,Hitech City,18.44,10,84.43,1.8,2025-01-22 19:55:00,Card
4308,148,1096,Madhapur,Gachibowli,11.57,17,243.81,2.2,2025-01-01 10:09:00,UPI
